Comment,Rating
"
для меня их нет, хотя - для Российских условий не помешало бы FM радио не и-нетовское, а эфирное.
Еще неплохо было бы экран чуть-чуть побольше, 4 дюйма был бы самое то, может в следующих моделях сделают.												",0
"
По сравнению с DS 105 - новый DS 105C стал намного лучше.Флай проработал ошибки над старой моделью.Купил его себе и жене.До сих пор не нарадуюсь.												",1
"
Лёгкий,не глючит,блокировка чётко работает,флешка дополнительно до 32 гб,фотовидеокамера,видит компьютер как флешкарту,кнопки резиновые,мягкие,громкий и качественный звук,дешёвый,фонарик яркий,экран большой,хорошие цвета,выбор любой мелодии на звонок и картинки на экран.												",1
"
Не заметил.												",0
"
Нормальная техника за такие бабки, брать или нет пусть решает каждый для себя сам... Однозначно денег своих этот аппарат стоит Взял и не пожлел, а те кто говорит что телефон полный отстой, пусть ищут себе вещь в другой ценовой категории..												",1
"
Цена, презентабельный вид (оч похож на нокию Е-5), 3 симки!!! гарантия!!! очень приятный дисплей, порадовало наличие TV. Сразу оговорюсь... перепрошивать обязательно!!! после перепрошивки звук становится намного лучше. на оф. сайте лежит прошивка V-1.07 (1.08 на мой взгляд работает хуже) она решает... Читать полностью ",1
"
Очень неторопливо работает Java, притормаживает видео,откровенно слабая гарнитура (была сразу заменена на самсунг), при работе приложений быстро садится батарея...												",0
"
Цена вполне соответствует качеству. Я очень доволен покупкой.												",1
"
Дисплей с высоким разрешением, достаточно большой. Андроид - несомненный плюс. Есть Wi-Fi, GPS и 2 sim-карты. Высокое качество корпуса - такой разбить можно только с большим трудом. Хорошо лежит в руке.												",1
"
Камера без автофокуса и вспышки. Мало оперативной памяти.												",0
"
Купили этот телефон больше года назад для дочери-школьницы. Выбирали между Samsung GT-S5230 La Fleur и Lg cookie fresh. По цене и функциям они практически не отличаются. Стильный, необычный цвет корпуса с цветочным дизайном, аккуратная сборка – стали определяющими... Читать полностью ",1
"
- отличная цена для такого набора функций
- долго держит батарею
- удобный интерфейс, продуманное меню, есть поиск по первой букве.
- одновременный доступ к нескольким приложениям
- хороший отклик сенсорного экрана (можно настроить индивидуально)												",1
"
- нет стилуса - хлипковатая задняя крышка периодически пытается сама соскочить - качество фото и видео мне не понравилось - я эту функцию считаю ненужной. т.к. сравниваю с фото с зеркалки - ограничена память для СМС сообщений - наушники, дата-кабель, зарядка - все в один... Читать полностью ",0
"
если все же решите оставить эту поделку трудолюбивых китайских школьников себе, то рекомендую: 1.заменить гарнитуру и батарейку. родные - подарить нуждающимся. 2.открыть инженерное меню - ear volume - вам в помощь. 3.никогда не вести по этому телефону важных переговоров, если не хотите оставить у... Читать полностью ",0
"
карманная TXT читалка, очень громкое радио, диктофон, флешка (+7GB к предусмотрительности), единственная, на мой взгляд, функциональная QWERTY-клава-для-мужских-пальцев, java записная книжка, офикительный фонарик.												",1
"
слабыйм акомулятор время работы (не вытягивает даже 14 часов), облезает краска на задней крышке - впечатление, что тел. болеет чем-то гнусным, глюки с набором федеральных номеров через 8-ку, отсутствие опций тонких настроек ""под себя"", динамики и звук ставят крест на этой плюшевой пижне в качестве... Читать полностью ",0
"
свою цену оправдывает на 100%, советую его всем кто собрался покупать небольшой сенсорный телефон на андроиде, берите не пожалеете.												",1
"
Достоинств у данной модели уйма, не хотелось бы повторяться но все же ) отличная функциональность, камера, процессор (шустрый телефончик), приятный корпус, хорошая камера, система андроид супер, качественный экран (хорошо реагирует на прикосновения, отличная картинка, на солнце хоть и выцветает но... Читать полностью ",1
"
недостатки все же есть, но плюсы их с лихвой перекрывают.  поскрипывание задней крышки (можно было бы сделать конструкцию получше а не просто на защелке), при разговоре иногда случайно можно включить громкую связь, при активном использовании заряжать приходится каждый день.												",0
"
Если хотите не дорогой доступ к музыке, свежим новостями примитивному чтению книг- покупайте, не пожалеете!Для работы нужен аппарат другого уровня.												",1
"
Все не достатки компенсирует наличие тв. уверенный прием 5-6 каналов и качество плеера .Отличная цена.												",1
"
Примитивная модель. Сим- карты периодически отключаются.Нужно перезагружать телефон,иногда пару раз.												",0
"
Приобрела на днях, пока не разочаровал.												",1
"
3 SIM-карты.												",1
"
Меня нервирует медленный интернет.												",0
"
Долго разглядывала сей аппарат. Решилась всё таки порадовать себя покупкой. Очень довольна им. После Nokia E71 он кажется умнейшим телефончиком.												",1
"
Тонкий, мягкий экран, функциональный, легкий, приятно ложится в руку.												",1
"
Батарея												",0
"
Купил ребенку на новый год. Уж очень захотела именно эту модель. Хотя свой выбор подарка остановил на Нокиа. Через два месяца перестал заряжаться винимо отошел контакт USB. Понес в сервис, где телефон тут же лишили гарантии и отказали в ремонте. После такого отношения зарекся связыватся с телефонами... Читать полностью ",0
"
В общем неплохой телефон.												",1
"
Отвратительный сервис, который нивелирует все плюся модели.												",0
"
 телефоном пользуюсь более полугода (9мес)... Аппарат просто превосходный, не тормозит, не виснет, не лагает, все просто летает. Качество сборки великолепное...Свою цену оправдывает на 200% - в своей ценовой категории это безоговорочный лидер					 ",1
"
 -отличная сборка и качество материалов -оптимальный размер экрана и разрешения - 3.7 дюйма при разрешении 480х854 -великолепная камера c Exmor R (особенно в ночное время суток), с приложением HDR Camera+ полностью заменила мне цифровую мыльницу -отличный процессор Qualcomm MSM8255... Читать полностью  ",1
"
 -маловато встроенной памяти, спасает рут и программка для переноса любых приложений на сд....а так впринципе можно и без рута обойтись - большинство приложений поддерживают установку на сд -при активном использовании быстро стираются 3 основные кнопки ""назад"", ""домой"", ""меню""...(хромовое... Читать полностью  ",0
"
все ок..												",0
"
радует сенсор.Батарея держит 2 дня. читает  книг. Звук очень громкий,как В динамик.Блютуз есть.												",1
"
Записная книга не удобная.												",0
"
Достойный смартфон за небольшие деньги!												",1
"
1)Радует цена.
2)Коммуникатор довольно быстрый. 
3)Долго держит батарею.
4)Дизайн.
5)Две sim-ки.
6)В комплект входит пленка на экран.												",1
"
1) Неудобное положение клавиши фото - постоянно нажимается. 
2) Сразу после обновление приложение, ищущее музыку по отрывку, перестало работать. 
3) Меню будто свалка всего и вся.												",0
"
Плохой аппарат.												",1
"
нет.												",1
"
Отсутствует блокировка клавиатуры.Самопроизвольный набор номера , когда аппарат находиться в кармане.												",0
"
Задача стояла найти мультимедийный смартфон, который полностью бы заменил мне MP3 плеер, чтобы и фильмы можно было посмотреть, и книжки почитать, и по интернету полазить. И должен сказать сей агрегат отлично справляется со всеми задачами. По-началу немного насторожила его аскетичная и закрытая ОС,... Читать полностью ",1
"
Приятный дизайн, приятно лежит в руке, система блокировки работает прекрасно, хорошо продуманный интерфейс устройства, в маркете нашел много программ и игр, есть и бесплатные. В качестве средства связи тоже нареканий у меня не вызывает, динамик хороший, связь держит. Серфить по интрернету тоже очень... Читать полностью ",1
"
Все-таки ОС Windows местами напрягает, она похожа на фашиста, который выбирает файлы по своему, непонятному мне, принципу. Закрытая. Что попало закинуть на телефон, или скачать не получиться, всем руководит прога Zune, все файлы проходят ее жесткий контроль. Видео в контакте, как и флэш анимацию... Читать полностью ",0
"
Телефон очень понравился, удобный, меню понятное и простое. камера 5 мг. Я люблю кнопочные поэтому довольна.												",1
"
Главный плюс, зарядку держит до 7 дней!!!!! супер!!												",1
"
Минусов нет вообще!												",0
"
Это самый классный телефон из всех, которые у меня были =)))))) Он поддерживает джава игры и карты памяти, в нём много функций, да и он вобще классный)))												",1
"
Всё												",1
"
Нету стилуса												",0
"
Пользуюсь 10 месяцев. Ни каких сбоев и неисправностей, на кои жалуются все, нет и небыло. Проблемма одна(появилась после 2х месяцев), может и не знчачительная но не приятная: Черный экран при вызове или принятии вызова, т.е. нельзя посмотреть кто звонит или кому звонишь, пока не снимешь... Читать полностью ",1
"
эргономика, удобство в использовании, функциональность, камера, хорошая энергоемкость(хватает почти на 2 дня при постоянном использовании плеера/радио + интернета)												",1
"
Черный экран при вызове или принятии вызова												",0
"
Телефоном доволен. Нареканий нет ни по качеству связи, ни по функциональности. Соотношение цена/качество идеальное.												",1
"
Размер экрана, батарея держит нормальна, хороший звук.												",1
"
Единственное, что дисплей мог быть более ярким, а так на солнце блекнет.												",0
"
 Пользуюсь 4-й месяц. С ним: хожу, сплю, какаю, разговариваю, не ругаюсь.					 ",1
"
 Галакси Ноте. Спасибо что ты есть. В тебе есть стилус и разрешение.					 ",1
"
 При освещении помещения люминисцентными лампами - на фото появляються рассеяные темные полосы. Незнаю почему, но я не плачу и не рыдаю.					 ",0
"
 Основное поле отзыва - оставьте здесь свои впечатления о вашем устройстве. В качестве плана можно воспользоваться критериями оценки вашего устройства (см. соответствующий пункт выше)					 ",1
"
 Укажите преимущества и сильные стороны описываемой модели					 ",1
"
 Укажите недостатки, выявленные в процессе эксплуатации, если они имели место					 ",0
"
Лучший смартфон в мире! главное мне понравился))Качество камеры отличное снимает видео с разрешением 720р имеет 5 мегапиксельную камеру и имеет автофокус.Производительность впечетляет много функциональность тоже)Разём для наушников 3.5 стандартный.Сверху находится кнопка блокироваки телефона.С... Читать полностью ",1
"
Много разных функций.												",1
"
НЕТ!												",0
"
первое впечатление было ого го, потом по мере загрузки приложений с андроид маркета телефон начал сам странным образом презагружаться, удалил приложения- вроде бы прошел глюк, но не надолго, телефон продолжает иногда отключаться сам												",0
"
чёткий сенсор, качество сборки радует												",1
"
1. слабовата батерея то, при включенном инете за день съедает 2. отсутствие вспышки на фотокамере, и как следствие- отсутствие фонарика 3. на смс не поставишь свою мелодию 4. разговор по телефону нельзя записать на встроенный диктофон 5. самопроизвольная перезагрузка... Читать полностью ",0
"
Купил для работы, т.к. надоело таскать 2-3 телефона. За 3 дня настроил его под себя и теперь HTC Incredible S лежит только для интернета по WI-Fi и игрушек.   Что касается тихого звонка, то поставьте меложии из архива и проблема исчезнет												",1
"
1. Главное достоинство - Цена! За почти ничто получить реально работающий 3-х симочный телефон хорошего качества это подарок! Из остальных достоинств: 2. QWERTY клавиатура; 3. Фонарик; 4. ТВ и Радио. Работают без гарнитуры! 5. Jack 3,5 6. 2 разъёма для зарядки (miniUSB и тонкая от Nokia); 7.... Читать полностью ",1
"
1. При звонке остальные 2 SIMки недоступны (1 радиомодуль);   2. При выемке аккумулятора сбрасываются основные настройки;   3. Трудный для понимания поиск в телефонной книге (ИМХО)												",0
"
Покупала на пару с другом, у него сломался экран, а уменя зарядка. Даже не успела привыкнуть к нему(												",0
"
Хороший матовый корпус, привлекательная цена и 3 сим-карты.												",1
"
Не понравилось меню и кнопки оченю чувствительные. Какой-то посторонний гул, когда разговариваю.												",0
"
Устройство простое и довольно удобное. Раньше не пользовался Андроидом и сравнивать не с чем, но мне нравится.												",1
"
Почти все заявленные производителем функции работают.												",1
"
Установленна пробная версия программы OfficeSuite, хотя в инструкции об этом не сказанно не слова. Инструкция неподробная. Не понятно, как отключить звук нажатия клавиш.												",0
"
В общем, недавно купил, пользуюсь. Очень интересный аппарат.												",1
"
Неплохой дизайн, Андроид с встроеной оболочкой SPB 3D shell и две sim-карты.												",1
"
3G подддерживает только одна sim - карта. Адройд нельзя изменить на другую оболочку. Заявленая камера в 3,2 мегапикселя еле дотягивает до 2 мп. Снимки плохого качества. Вспышка у камеры отсутствует.												",0
"
У мен уже несколько месяцев. Отнес в с/ц, т.к. не нравились нечастые щелчки в динамике и почему-то видео не проигрывал. Купил из-за большого экрана и читалки. Читалка, в общем, не понравилась, потому что при открытии книги пересчитывает количество строк, перелистывать не очень удобно. Все равно... Читать полностью ",0
"
ЭКРАН. Тонкий дизайн. Наличие Wi-Fi. Отзывчивый тачфон.												",1
"
Ужасный звук, тихо играет музыка и щелчки в разговорном динамике. Мало внутренней памяти.Быстро разряжается. Очень противно пищит, когда разряжается). Нет датчика приближения.												",0
"
советую этот телефон сэнсор отличный связь прикрастная функций очень много сотовый телефон новый . сам приобрел очень удобный сотовый всем вам советую покупайте не пожалеете												",1
"
обсолютно во всем												",1
"
нету												",0
"
Очень довольна! Пока он терпит даже издевательства 1,5-годовалого ребенка! А тем, кто гоняется за престижем, (бренд - вообще смешно!) хотите крутую игрушку, будьте готовы и крутую цену платить.												",1
"
За такую цену можно, а сейчас ещё дешевле, можно сказать, что телефон состоит из одних достоинств! Телевизор вообще сказка! У меня дома хуже ловит и меньше каналов. Фонарик очень яркий. Электронные книги почитать можно. Вообще отлично, что стандартный разъем для наушников. Здорово, что не только... Читать полностью ",1
"
Неудобно, чтобы вынуть симку и карту памяти, нужно вынимать аккумулятор, а потом заново настраивать время и дату.Полноценную информацию можно внести только если контакт сохранен в телефон. Если на симке, то отображается только 1 номер. При вводе текста сокращенного набора, можно сказать, нет,... Читать полностью ",0
"
Купила телефон в 2010 году за почти 5000 рублей. Я считаю что эта цена приемлема для этого телефона! Мне он понравился своим дизайном, функциональностью, ну и конечно бюджетностью! Мне очень нравится качество звука и громкостью. Разём 3,5 мм - это хорошо, подходят любые наушники) Свои наушники от... Читать полностью ",1
"
Простой и понятный, живучий при падениях на бетон и в воду)
Хороший и громкий звук, отличный и яркий экран. Не дорогой.												",1
"
Через год начал глючить (хотя я его особо не жалела и сключами валялся в кармане и падал на асфальт и в воду)
Небольшой экран, но это не большой минус.
С клавиатуры сходит краска!												",0
"
Все функции мне понадобятся,но не сразу,особенно помощь в навигации и компас,солнечная батарея тоже пригодится,правда летом,сложности с управлением сначала были,но быстро разобрался,во всём нужна привычка.												",1
"
малый размер и много функций.												",1
"
непривычное управление,но это со временем проходит.												",0
"
Телефон очень удобный лёгок в использовании и тому подобное в интернете хорошая 3G скорость добротно сделанный корпус. железная крышка.батарейка хватает на долгое время хорошая комплектация минус в экране он реагирует на что-либо кроме ветра естественножалко ещё одно то что автофокус отсутствует												",1
"
быстрое реагирование вход в меню  быстр меню продумано хорошо в целом очень хороший телефон												",1
"
реагирует на что попало												",0
"
 Очень нравится, с удовольствием пользуюсь 4 года, подарили новый сенсорный телефон другой марки, предпочитаю этот все же.					 ",0
"
 удобное меню, красивый дизайн.					 ",1
"
 Лопнули кнопки					 ",0
"
Выликолепный во всех смыслах телефон, сборка на отлично, материалы просто выше всех похвал, камера аналогично. WP7 на ней чисто эстетически сидит как влитая, как буд-то бы специально под этот телефон писалась и все бы отлично, но немного еще сыроват телефон, в плане глючности конечно еще есть над... Читать полностью ",1
"
Наверная лучшая на сегодня реализация форм-фактора, экран, стекло, пластик..никаикх люфтов, все в Люмии внешне просто идеально. Конечно же Windows Phone 7 явный плюс в сравнении с другими Nokia аппаратами												",1
"
Сыроват, ждем апдейтов утраивающих работу от батареи)												",0
"
Телефон покупался исключительно с целью того чтобы звонить и он себя оправдал. А от всего остального что идет в дополнение телефон только выигрывает.												",1
"
Их явно много особенно если учитывать стоимость самого аппарата. 3 сим карты в одном телефоне.  ТВ и радио работает просто замечательно. Для особо ленивых установили кучу приложений и они все реально работают и что не мало важно совершенно бесплатно. Наличие черного списка. Фонарик.												",1
"
не очень  качество звука при разговоре, тихие мелодии на звонке(в сумке можно услышать разве что звук полицейской сирены).   Вибросигнал примерно такого же качества.   Работа с записной книжкой при должной сноровке на второй, третий день перестает быть проблемой.												",0
"
пользуюсь телефоном почти год, корпус сохранен, при то, что не всегда вспоминаю про чехол... ос тоже не расстраивает и не подводила пока ни разу.												",1
"
эргономичный, удобен в эксплуатации. довольна всем.												",1
"
в комплекте шли наушники, которые умерли через 1 неделю эксплуатации												",0
"
В январе купил новым X2-02. Сотка хорошая не отклюдчается. Но есть несколько заморочек. Так как сотка китайского производства контакты найти трудновато. Например если у меня написано Сергей Клочков то он не находит контакт если я первым напишу Клочков. И еще одна замарочка с контактами это то-что... Читать полностью ",1
"
FM передатчик, FM в полифоническом режиме, легкость, чистый звук, вход для флешки и 2 сим, цена												",1
"
Тихии звук, не работает АГЕНТ, корпус, клавиши, безпонтовые наушники, заморочки в контактах сотового, Его стандартные программы, фотоаппарат, видеокамера, подключение интернета неудобно, нету вспышки												",0
"
))Скажу, как сама знаю. Пользуюсь им достоточно давно. Мне лично очень нравится, сама модель очень удобна в эксплуатации. Сам слайдер легко и плавно открывается, почти не царапается, если конечно его не бить там об кирпичную стену)) Если говорить о внутренних функциях, то тоже все хорошо) качество... Читать полностью ",1
"
Работает на морозе. 
Удобный интерфейс.
Режимы фонового прослушивания в проигрывателе, даже при сложенном состоянии
Удобная клавиатура
Дополнительная подсветка при пропущенном вызове или входящем сообщении												",1
"
Минусов не нашла))												",0
"
Купил себе данный девай сразу после нового года - сделал себе небольшой подарок. На полке магазина аппарат ничем особо не выделялся, стоял себе в тени красавцев с7, n8, 3gs и прочих сенсорных ""лопатников"". Решил всё же брать аппрат на symbian - платформа наиболее знакомая и простая в... Читать полностью ",1
"
1.Производительность
2.Качество сборки
3.Стабильность и актуальность ОС
4.Полный набор всех необходимых функций
5.Время работы от АКБ
5.Демократичная цена												",1
"
1.Редкие сбои в работе ОС
2.Отсутствие у Nokia чёткой позиции касаемо Symbian OS												",0
"
Долго сомневался хотел Explay b240 но не понравился по весу... этот тяжелеее и представительней Всем Всем рекомендую за такую цену.... уже даже думаю жалко будет потерять его.... хотя брал его на всякий случай и с этой целью тоже... Открыто призываю поддержать производителя... пусть даже он будет... Читать полностью ",1
"
1)все в одном!!!! удобный отзывчивый настраиваемый + фонарик  2)эргономичный вид, дороже своей цены  3)Долгая батарея подтверждаю уже более суток как из магазина 4)Тихий звук на вызове во время покупки моментально исправляется через инженерное меню 												",1
"
пока наверное только один - при ответе центральной кнопкой несколько дополнительных движений при выборе в  меню ""ВЫЗОВ"".... но это возможно первые впечатления												",0
"
Так ничего соотношение цена качество очень даже!!!												",1
"
Количество симкарт, Такой тоненький, стильный												",1
"
Нужно добавить уровень громкости-слышимости ""ушного"" динамика. Думаю, у всех аппаратов В240 такая проблема. Вход в меню *998*33284#, далее выбираю ""Audio set"", далее ""Handset"", далее ""Receiver Volume"", здесь 9 строчек с уровнями, почему-то значение везде одинаковое: 18. Меняю последнее на максимум... Читать полностью ",0
"
Получил в подарок, очень доволен ). Люблю многофункциональные телефоны.												",1
"
Это, конечно, 3 симки. Думаю,в будущем, пригодится.												",1
"
Малость  напрягает клавиатура, набор занимает время.												",0
"
В целом отличный аппарат я доволен покупкой,надеюсь все недостатки решатся в новой прошивке												",1
"
1.3 симкарты 2.кверти клавиатура 3.TV и радио без наушников 4.поддержка Java 1.1(хотя это наверно недостаток) 5.имеет всяческие настройкизвонка не только по симкартам но и по контактам но только если контакт записан на телефоне 6.есть нокиевское гнездо зарядки(родной не удобно пользоваться ,кажется... Читать полностью ",1
"
1.в опере попроще замутить2.ну конечно же разговорный динамик(сервисно много е меню не исправляет положение просто делает громче звук иногда становится не понятно что говорят приходится переспрашивать и убавлять громкость) 3.редко но встречается неточность перевода (2-4 слова)4.Т9 можно сказать что... Читать полностью ",0
"
Работает на 10. Всем удачи!												",1
"
Простой,с хорошей камерой и динамиками. С тремя симками аккумулятор долго не разряжается. Не плохой телефон за дешево.												",1
"
Три симкарты сразу не работают. Плохо слышно, когдая разговариваю. Т9, как ""белльмо на глазу"", да и клавишами неудобно пользоваться.												",0
"
внешний вид очень достойны и эффектный, производит впечатление
у нас это редкость, так чтоприятно удивлять знакомых таким классным телефоном												",1
"
очень хорошие динамики, сенсор и дисплей. А вообще-то этот телефон делает клавиатура!
Сборка очень аккуратная, на ощупь телефон приятный.не тяжелый												",1
"
батарея совсем уж слабовата												",0
"
Телефон отличный на много лучшей айфона все что надо есть!Работает очень быстро экран позволяет посмотреть фильмец также идут мощные игры ,еще б софт поддобавили и ваще кул												",1
"
большой экран,камера, функциональность...												",1
"
-												",0
"
Понравился. Рекомендую. Удачной покупки!												",1
"
Отвечает на все мои потребности, даже больше.												",1
"
Очень мало тем, только одна.												",0
"
 Было все и все модели айфонов,и НТС,но Ноут во всем мне подходит,именно мне,все на любителя,спорить нельзя					 ",0
"
 Все в плюсе					 ",1
"
 уже полгода не нахожу,разве что перешел на 2G,тк у нас тройка плохо покрываеться.Но это не Ноут виноват,а наши жулики операторы,деньги дерут,а сделать как в Европе даже в Москве не могут трепачи и жулье					 ",0
"
Гаджет приобретён с торговой сети МТС в конце января 2012г. За 2 месяца эксплуатации отказов не было. Качеством связи и скоростью передачи данных доволен. Заряда аккумулятора хватает на одни сутки неактивного пользования в режиме ожидания, желательно увеличение ёмкости аккумулятора. Удручает... Читать полностью ",1
"
Высокие качество связи и скорость передачи данных.  Габариты аппарата.  Удобство пользования.  Отличное качество фотографий.   Высокая скорость синхронизации с ПК и др. устройствами.												",1
"
Завышеннная цена у диллера - 35 тыс. руб., малая ёмкость аккумулятора.												",0
"
 пропадает антенна пока не постучишь по нему не появляется,теряется первая симка надо ее вытаскивать и перезагружать.кнопки сливаются.входящие звонки чз меню.очень неудачный телефон					 ",0
"
 цена радио вонарик					 ",1
"
 исчезает антенна надо постучать пропадает 1ая симка надо перезагружать кнопки сливаются					 ",0
"
Телефоном удобно пользоваться. За целый день напряженной работы, заряд батарейки не уменьшился. Все устраивает,  кроме темы, лечше поменять.												",1
"
Не думала, что будет так мало весить. Простое управление клавишами.  Продуманное меню и качественный звук.												",1
"
У меня плохо работают симки.												",0
"
 Оочень большой аппарат)но привык быстро)					 ",1
"
 Это конечно же его экран и андройд.					 ",1
"
 Пришлось скачивать клаву(русского языка в комплекте не было)					 ",0
"
Прошивается без всяких сервис центром новыми прошивками, где оперативно исправляются не достатки.  Вывод : довольно качественный китаец.												",1
"
Синхронизация контактов через софт с гуглом. три сим- карты, приличный дизайн.Хорошая цена. Аккумулятор долго не разряжается.Нормальный дисплей,хороший динамик.Есть синхронизация контактов.												",1
"
Не принимает контакты по нескольку штук через Blootus.С андроид аппаратов не принимает формат.Принимает по одному, но без фото.												",0
"
абсолютно вменяемый аппарат за довольно небольшие деньги, ни с связью, ни с приложениями никаких проблем не возникало.												",1
"
длительный срок работы при использовании и разговоров, и GPS модуля  читалки-смотрелки
ни один из ""продвинутых"" и рядом не стоит												",1
"
на любителя,												",0
"
Довольна всем!Под дождем конечно не мокла, но все остальные пробелы, описанные здесь, лично в моем телефоне не наблюдала - и громкость нормальная, и никакого треска, и на заставку можно любую картинку поставить, и блокировка делается одним нажатием, и симки на глючат, и телек неплохо пашет... - в... Читать полностью ",1
